# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
SRA_metagenome_name,G36386,G48796,G48780,G36390,G36356,G36387,G48804,G48815,G36378,G36381,G36379,G72672,G48799,G48823,G36351,G72717,G36371,G36380,G72673,G72674,G36368,G36369,G72718,G72675,G72719,G72720,G72721,G72722,G72723,G72724,G72725,G36348,G72726,G72676,G72727,G72733,G72734,G72728,G72729,G72735,G72730,G72731,G36382,G36349,G36374,G36350,G72732,G36347,G36383,G36370,G72677,G72678,G72679,G72680,G36389,G48787,G36384,G48781,G48798,G48783,G36385,G36392,G36357,G36372,G48827,G72681,G72682,G72683,G36354,G72684,G36352,G72685,G36365,G36353,G36355,G72686,G36394,G36366,G36358,G72687,G72688,G72689,G72690,G72691,G36360,G36361,G35127,G36359,G36362,G48806,G36367,G35128,G72714,G36363,G36395,G72692,G36375,G72693,G36396,G72694,G35152,G72715,G72695,G72696,G48791,G48784,G48840,G48805,G48820,G48777,G48789,G48786,G48792,G48790,G48831,G48793,G48794,G48795,G48826,G48802,G48808,G72716,G48807,G72697,G48810,G48817,G48812,G48814,G48819,G48841,G48822,G48821,G48842,G48839,G72698,G48832,G48838,G48836,G72671,G72699,G72670,G72701,G72702,G72703,G72704,G72705,G72713,G72706,G72708,G72709,G72710,G72711,G72712,G72736,G72737,G83321,G83168,G83192,G82952,G82627,G83955,G83885,G84147,G83001,G83234,G82738,G83335,G82708,G83327,G82698,G83913,G82666,G82589,G82786,G83901,G83831,G84104,G85420,G85171,G85128,G85127,G85384,G85185,G85117,G85182,G85404,G85246,G85364,G85199,G85379,G85129,G85089,G85161,G85315,G85361,G85165,G85245,G85291,G85408,G85226,G85180,G85387,G85230,G85401,G85373,G85163,G85369,G85385,G85213,G85181,G85257,G85419,G85340,G85418,G85122,G85136,G85405,G85166,G85210,G85342
Propionibacterium_freudenreichii,0,0,0.0017539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,0,0,0,0,0,0,0,0,0.0001938,0,0,0.0081534,0,0.0015925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005238,0,0,0,0,0,0,0,0,0,0.0002684,0,0,0,0,0,0.0000136,0,0,0,0,0.0000147,0,0,0,0,0.0000727,0,0,0,0,0,0,0.006482,0.0000654,0,0,0,0,0,0,0,0.0000179,0,0,0,0.0002972,0,0,0,0.0001537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_adolescentis,0.0000919,0.0000147,0.0403279,0.0000564,0.0000259,0.0000642,0.000012,0.0000253,0.0000152,0.0001061,0.0484356,0.451831,0.000009,0.0000149,0.0257115,0.0293462,0.0000787,0.108019,0.000036,0.330492,0.0000497,0.248453,0.0000636,0.0039318,0.0000063,0.0000233,0.0321102,0.0000099,0.0000196,0.0396406,0.0389267,0.0032459,0.0453246,0.241442,0.0000128,0,0.0000046,0.0000104,0.145111,0.0719497,0.0000727,0.0291684,0.0000673,0.0000682,0.0000311,0.0491455,0.0666278,0.0000241,0.0000387,0.327855,0.0000944,0.0000411,0,0.0000167,0.0000474,0.0000263,0.0001597,0.0000291,0.0309835,0.0000149,0.0000299,0.0000677,0.0000275,0.0000682,0.0000144,0.0496452,0.0000096,0.0401596,0.0016355,0.0000096,0.0000296,0.0000132,0.0000593,0.0072943,0.0000555,0.0004098,0.0046246,0.0000408,0.0000572,0.0004373,0,0.000013,0.0000279,0.139585,0.0004911,0.0000191,0,0.0000458,0.0000873,0.0001062,0.0358508,0,0.0002857,0.0000445,0.17984,0.0496378,0.0000572,0.0000075,0.0000106,0.0000132,0.567643,0.0000215,0,0.000038,0.0390422,0.0224779,0.0347808,0.0000685,0.0000106,0.0109862,0.0237242,0,0.000037,0.0303827,0.0000083,0.000032,0.0000126,0.0000136,0.0000258,0.000012,0.0000082,0.133203,0.0000191,0.000019,0.131567,0,0.0000219,0.000108,0.0000037,0.0000074,0.0000084,0.0000071,0.0000129,0.000014,0.0000183,0.0000137,0.0000155,0.000009,0.0000528,0.0032849,0.607962,0.0000629,0.0000368,0.0822982,0.0000303,0.0000035,0,0.0000223,0.0000275,0.0000127,0.565125,0.0000713,0.0000136,0.0000031,0.0000848,0.0288351,0,0.0001422,0.112162,0.0941382,0.139166,0.0205069,0.0538125,0.0938725,0.123543,0.000168,0,0.0983975,0,0.0679968,0.0000634,0.117373,0.228328,0.0005349,0.361701,0.0767975,0.0119583,0.173768,0.0277341,0.0000455,0.0732549,0,0,0,0.0000136,0.0000107,0.0477856,0.0308816,0.176097,0.19441,0,0.0160154,0,0,0.260875,0.19145,0,0,0,0,0,0,0.277727,0.0437212,0.19159,0.0019576,0,0.159625,0.148219,0.126038,0.031199,0,0.0001091,0.11614,0,0.288639,0.134661,0.0621243,0,0.0000118
Bifidobacterium_animalis,0,0.0000018,0.0000191,0,0,0,0.0000007,0.0000079,0,0,0,0,0.0128323,0,0.0061263,0,0,0.0009477,0,0,0,0,0.0231769,0,0,0,0,0.0000226,0,0,0,0,0,0,0,0,0,0,0,0.0000153,0,0,0,0,0,0,0.0320235,0.0003062,0,0.0001176,0,0,0,0,0,0.0000035,0,0.000032,0.0000026,0.0000026,0,0,0,0,0.013347,0,0,0,0,0,0,0,0,0.0007892,0.0012961,0,0.0017088,0,0,0.0122777,0,0,0.0015678,0,0.0000198,0,0,0,0.0003917,0.0000905,0.0350432,0,0.0009632,0,0,0,0,0,0,0.000173,0,0.000009,0,0,0.0000033,0.0000016,0.0000067,0.0000044,0.0000071,0.0000542,0.0000371,0,0.0007484,0.00011,0.0000009,0.0013832,0.0000026,0.0000108,0.0001538,0.0163122,0.0000052,0,0.0024845,0,0,0,0.0000138,0.0000198,0.0000043,0.0000036,0.0000078,0.0000024,0.0000027,0,0,0,0,0.281126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141729,0,0,0,0,0,0,0,0,0,0.025793,0,0,0,0,0,0,0,0,0.0015026,0,0,0,0,0.0000867,0.0010102,0,0,0,0,0,0,0,0.0000237,0,0.0511327,0,0.0003968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080725,0,0,0,0,0
Bifidobacterium_bifidum,0,0.000008,0.0000299,0,0,0,0,0.0000119,0,0,0,0,0.0000009,0.0000101,0,0.0103715,0,0,0,0,0,0.0242806,0,0,0,0,0,0,0,0,0,0,0,0.116219,0,0,0,0,0.0403446,0,0,0.0169075,0,0,0,0.0456722,0,0,0.0000425,0,0,0,0,0.118701,0.0358392,0.0000084,0.0000377,0.0642988,0.0278148,0.0000111,0,0.186299,0,0,0.0174271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824459,0,0.0000077,0.0056598,0,0,0,0,0.0000774,0.048032,0.0212619,0.000011,0,0,0.0386111,0,0,0,0,0,0,0,0.048762,0.0000025,0.0359805,0,0,0.0000073,0.0000028,0.0000093,0,0.0000177,0.0000023,0.0238806,0.0000063,0.0251806,0,0.0000082,0,0,0.0143022,0.0000054,0,0.0091078,0,0,0.0000152,0.0000074,0.0000093,0.0000027,0.0000111,0.0000038,0.000004,0,0.0817551,0,0,0,0.0111616,0.0484715,0,0,0.0771664,0,0.0224114,0,0,0,0,0,0,0,0,0,0,0,0,0.0035095,0,0.0209342,0.0000387,0.0082548,0.0089607,0,0,0,0,0,0,0,0,0.026615,0.0000029,0.0809292,0.0288675,0.0256078,0.0148215,0.074875,0,0.0316396,0,0,0.0471292,0,0,0.0211483,0,0.0627258,0.122971,0.110966,0.02189,0,0,0.0845149,0,0.133004,0.0017939,0,0,0.122417,0.0954661,0.0026696,0.037012,0.053484,0,0,0.0119021,0,0.113092,0,0,0,0,0.0091613,0,0,0.030159,0,0.170149
Bifidobacterium_breve,0,0,0.0000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001744,0,0,0.0122812,0,0,0,0.0001385,0,0,0,0,0,0,0,0,0,0.0000135,0,0,0,0,0,0,0,0,0.0058375,0,0,0,0,0,0.0002243,0.0021937,0.131608,0,0,0,0.0103959,0.0000152,0,0,0,0,0,0,0.0001009,0,0,0,0,0.0529206,0,0,0,0,0,0,0,0,0,0,0.0003268,0,0,0.0000971,0,0,0,0,0.0516552,0.0000244,0.0002231,0,0,0,0,0,0,0,0,0.0000406,0,0,0,0,0.0000031,0.0000162,0.0000145,0,0.0000067,0,0.0000037,0.373126,0.000011,0,0,0,0.0000033,0,0,0.0001517,0,0,0.0000225,0,0.0002361,0,0,0,0,0.0000017,0,0,0.0000041,0,0,0.0031041,0.0000213,0.0006312,0,0,0.0041499,0,0.0000178,0.0000073,0,0,0.0033084,0,0,0.0000071,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_catenulatum,0,0,0.0001758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004961,0,0,0,0.000011,0,0,0,0,0,0,0,0,0,0.0000065,0,0,0.0035778,0,0.0004148,0,0,0.0005051,0,0,0,0,0,0,0,0,0.0000847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0,0,0,0,0,0,0,0,0,0,0.0000606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015178,0,0.0082815,0,0,0.0002179,0.0004351,0,0,0,0,0.0012488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160828,0,0,0,0,0,0.001881,0,0,0,0,0,0.0537434,0.0752773,0,0,0.0000148,0,0.0256686,0.0004208,0,0,0,0,0,0,0,0,0.0028113,0.0014103,0.0001685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004444,0,0,0,0,0,0,0,0,0,0.0004026,0,0
Bifidobacterium_dentium,0,0,0,0,0,0,0,0,0.0001568,0,0,0.0000634,0,0,0,0,0,0.0015046,0,0,0,0.0015136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000412,0.0017083,0,0,0,0,0,0.0002577,0.0005202,0,0.0142823,0,0.0144247,0,0,0,0,0.0000675,0,0.0000362,0,0,0,0,0,0,0,0,0.0007852,0,0,0,0,0,0,0.0000254,0,0.0461838,0.0000976,0,0,0,0,0.000823,0,0,0,0,0,0.0010743,0,0,0.0000059,0,0,0,0,0.0001217,0,0.0364571,0,0.0002656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001436,0,0,0,0,0,0.0000723,0,0,0,0,0.0091507,0,0,0,0,0.0004742,0,0,0,0.0301864,0.0003437,0.0049626,0,0,0.0056887,0,0.101625,0,0,0,0,0,0.001759,0,0,0,0,0,0,0.0016384,0,0,0,0,0,0,0,0,0,0.0004779,0,0,0,0,0,0,0,0,0,0,0,0,0.0000332,0.0007675,0.0002811,0.0583138,0.0015871,0.0003844,0.0028061,0.0000764,0,0,0,0,0,0.0002807,0,0,0.0000654,0.003707,0.0001407,0,0,0.0000416,0,0,0,0,0.000081,0.0160421,0.0024617,0,0,0,0
Bifidobacterium_longum,0.0000419,0.0000738,0.100955,0.0000281,0.0000977,0.16183,0.0001285,0.000059,0.0000322,0.0016724,0.0396885,0.0000061,0.0000301,0.0116194,0.0489832,0.0039671,0.0000347,0.0599509,0.0721401,0.0354938,0.133082,0.0427815,0.0766848,0.0076281,0.0203134,0.128296,0.114304,0.0000153,0.0000355,0.0533232,0.114457,0.0309516,0.0002507,0.137793,0.0000179,0,0.0322971,0.0000018,0.0467473,0.0792174,0.0000415,0.018727,0.0051485,0.0000579,0.000105,0.0000863,0.0041799,0.0000126,0.0000896,0.0000504,0.0467099,0.0293174,0.000083,0.0679004,0.0517994,0.0000564,0.0003887,0.0894851,0.0063774,0.0000412,0.0000278,0.0000485,0.000013,0.0484636,0.0000452,0.0069251,0.0183029,0.065596,0.0029315,0.0000768,0.29967,0,0.0651322,0.0103515,0.0012403,0.002365,0.0000645,0.0054905,0.0000797,0,0.039667,0.189915,0.0000065,0.202752,0.0167819,0.0000215,0.0155192,0.0000076,0.149577,0.0005917,0.0441722,0,0.0421986,0.00005,0.0000527,0.0193031,0.0001223,0.0001526,0.0029865,0.193977,0,0.0015573,0.000182,0.0000233,0.000919,0.0144792,0.0268324,0.000015,0.0032338,0.0070689,0.0085113,0.000041,0.0956632,0.0127746,0.0000279,0.0089804,0.0152886,0.0000576,0.0000392,0.0095878,0.0001162,0.0285013,0.0115513,0.000028,0.0350535,0.0001035,0.0000411,0.0012154,0.0000333,0.0375883,0.0000679,0.0000255,0.0478073,0.0038906,0.0000131,0.161178,0.0041739,0.000022,0.0073542,0.026981,0.181846,0.0453594,0.0184872,0.0234442,0.0404205,0.0003956,0.0002512,0.0244572,0.086555,0.155832,0.0186591,0,0.000009,0.0072809,0.0000134,0.017491,0.159213,0.201164,0.0980579,0.0235212,0.009896,0.0004434,0.0038289,0.017043,0.006473,0.0001136,0.0970997,0.0127249,0.194806,0.0033035,0.138635,0.0712126,0.152256,0.0003146,0.0286977,0.202633,0.0384237,0.0731087,0.0177804,0,0.0176434,0,0.0183197,0.0661313,0.166352,0.0378419,0.0112253,0.0369163,0.152545,0.220273,0.035553,0.0207203,0.125058,0,0.0399379,0.0939022,0.0592698,0.029436,0.114689,0,0.520842,0.0478424,0.0680039,0.0888601,0.06737,0.0090804,0.0042142,0.0243751,0.0026478,0.0204273,0.161233,0,0.0893424,0.0034214,0.0001084,0.0262906,0.0173193,0.0974422,0,0.0003197
Bifidobacterium_pseudocatenulatum,0,0,0.0058155,0,0,0,0,0,0,0,0.0098987,0,0,0,0.0544943,0,0,0,0.0909699,0,0,0,0,0.0019223,0,0,0,0,0,0,0,0.007651,0,0.0472562,0,0,0.0041246,0,0.0176446,0,0,0,0,0,0,0,0,0,0,0,0.0225651,0.0004818,0,0,0,0,0,0,0,0,0,0.0315534,0,0,0,0.0092335,0,0,0,0,0,0,0,0,0,0,0.0053788,0.0220188,0,0,0,0.0065429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001693,0,0.0021521,0,0,0.015246,0,0,0,0,0,0.0135839,0,0,0,0,0,0.0017903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094163,0,0,0.0290507,0,0,0,0,0,0,0,0,0,0,0,0,0.0059849,0.0015506,0,0,0,0.009269,0,0,0,0,0,0,0,0.0019847,0,0,0,0,0,0,0,0,0.0000725,0.0026644,0.0003612,0,0,0,0,0.0169429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669577,0,0,0,0.120123,0,0.0203366,0,0,0,0,0,0,0.0017441,0,0,0,0,0,0,0.0101792,0,0
Adlercreutzia_equolifaciens,0.0099457,0.0126869,0.0130885,0,0.0019697,0,0,0,0,0,0.0012163,0.0018626,0.0027257,0.0206406,0.0010595,0.0098968,0,0,0.0071009,0.0009315,0.0069834,0,0.0004123,0.0027957,0.0001335,0.0116951,0.0019109,0.0099175,0.005603,0.0027557,0.0047151,0,0.0012862,0.0014116,0.005078,0.0063506,0.012216,0,0.0056102,0.0009484,0.0013563,0.0044139,0,0,0,0,0.0024492,0,0,0,0.0001397,0.0066783,0,0,0,0.0021086,0,0.0009136,0.004958,0.002436,0,0,0,0.0009189,0,0.0039105,0.0016331,0.0074972,0,0.0311985,0.025391,0,0.0008321,0.0045902,0,0,0.0006683,0,0,0,0.0035315,0,0,0.0074325,0,0,0,0,0,0,0.000086,0.0033242,0.001747,0,0.0037257,0.0010489,0,0.002532,0,0.0006296,0,0.0001156,0.0021952,0.0008632,0.0010057,0.0027286,0.0001879,0,0,0,0.0022935,0,0.0007313,0.0003834,0.0046833,0.0017515,0.0020411,0.005111,0.0038621,0.0022436,0.0004369,0.0021929,0.0027243,0,0.0004559,0.0008914,0.0052089,0.0000043,0,0,0,0,0.00012,0,0,0,0.0001982,0,0.0018355,0,0,0.0011697,0.0002043,0.0010551,0,0.0005222,0,0.0052141,0,0,0.0002089,0,0.0071992,0.0024804,0.0029844,0.0003737,0,0,0.0017112,0.0003828,0.0034748,0,0.0022923,0.0032412,0.0007159,0.0044237,0.002043,0.0018923,0.0062193,0.0049912,0.000248,0.0017697,0.0023035,0,0.0017667,0,0.0053963,0.0000019,0.0004414,0,0,0.0009457,0,0.0006347,0,0,0.0002378,0,0,0,0,0.0027699,0.004572,0,0,0.0083584,0,0,0,0,0,0,0.0017392,0.0018181,0.000244,0,0,0.0001549,0.0078872,0.0001521,0.0002028,0,0,0.0005972,0,0.0023458,0,0.0004769,0.0113682,0
Collinsella_aerofaciens,0,0.0000091,0.0000316,0,0.0243928,0,0.0000261,0.0489601,0,0,0.0281677,0.118571,0.0143373,0,0.0045815,0.0263641,0.0259785,0,0.0571884,0.107642,0.0455346,0.0092293,0.0143064,0.0091429,0,0,0.0593577,0.0942578,0,0,0.0431496,0,0.0555175,0.0364307,0,0.0152772,0,0.0094099,0.0297417,0.0247354,0.0119764,0.0142136,0,0,0.0000183,0,0.0210963,0,0.0029756,0.0521297,0,0.0152783,0,0,0,0.0173682,0,0.132664,0.0263099,0.0178535,0,0,0.039798,0,0.0777548,0.0127197,0.022456,0.106447,0.0004736,0,0.000022,0,0.0395669,0,0.001971,0,0.0356453,0.0072998,0.0720354,0,0.0280751,0,0,0.302578,0,0,0,0,0,0.0001433,0.0374863,0.0334141,0.0188813,0,0,0.0596346,0,0.0302965,0,0,0,0,0.0088042,0,0.0192277,0.000015,0.0000271,0.0000498,0.0015891,0.025957,0.0228941,0.0000017,0.0220896,0.0088399,0.0051455,0.0126946,0.0087636,0.0000183,0.0000024,0.0105428,0.0000117,0.0179225,0.0000192,0,0.0232995,0.0038943,0,0.0000205,0.0000011,0.0000061,0.0000048,0.000012,0.0000148,0.0000035,0.0004749,0,0.0029882,0.0000167,0,0,0,0.0551253,0.0437484,0.0152303,0,0.0307967,0,0,0.0087612,0.0451764,0.0360316,0,0,0.0363345,0.0258954,0.021514,0,0,0.0344349,0.0454582,0.0433859,0.0452473,0.0153541,0.0262804,0.0364047,0.0819103,0.0164875,0.0680018,0.0300496,0.0585815,0.0311893,0.088077,0.0099843,0.0001238,0.130733,0.021648,0.0197843,0.0421439,0.120117,0,0.0402604,0,0,0.0550902,0.0629983,0,0.0310332,0.0466778,0,0.134067,0,0.02174,0.117447,0,0.0613325,0,0.0038374,0.0107364,0,0,0,0.0876038,0.0392611,0.021141,0,0.0298832,0,0.0572178,0.0240243,0.0759389,0.0323018,0,0,0.125463,0,0.166519,0,0,0,0
Collinsella_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006705,0,0,0,0,0,0,0,0.0006051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490391,0,0,0,0,0,0.0006813,0,0,0.0414203,0,0,0,0,0,0,0.006825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000157,0,0,0,0.0461562,0,0,0.0137573,0,0.0038421,0,0,0.0000008,0.00613,0.0000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008081,0.0297888,0,0,0.0001001,0,0.018087,0,0,0,0.0005436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001748,0,0,0,0,0,0,0,0,0,0,0.001542,0,0,0.0026247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000052,0,0,0,0,0,0,0,0,0.0000047,0.0006363,0,0.0014903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella_lenta,0,0.0002104,0.0030249,0.0027295,0.0002912,0,0,0.0002469,0.0063928,0,0.0000288,0.0001527,0.0001806,0.0018994,0.0000025,0,0.0002771,0.0000425,0.0000284,0.0002863,0.000121,0,0.0000334,0.0000201,0.0003952,0.0001215,0.0000947,0.0006507,0.001902,0.000022,0.000091,0,0.0000078,0.0000743,0.0000439,0.0001941,0,0.0000164,0.0007483,0,0.0083641,0.0001757,0,0,0,0.0002365,0.0000397,0,0,0,0.0005652,0,0,0.0092611,0,0.0001339,0,0.0018104,0.0002347,0.0000019,0,0.0053556,0.0003625,0.0156545,0.0002989,0.000079,0,0.0000112,0,0.0018303,0.0046996,0,0.000303,0.0003314,0,0,0.0001149,0.0000116,0,0,0.000094,0.000356,0.0003575,0.0063419,0,0,0,0,0.0058221,0,0.0012594,0.0000194,0,0,0.0004345,0,0.0002157,0,0,0,0.0000202,0.0000849,0.0000025,0,0,0.0001639,0.000002,0,0,0.0000743,0.0000039,0,0.0003707,0,0.00015,0.0001375,0.000012,0,0.0000982,0,0.0000148,0.0000166,0.000355,0.0004574,0.000013,0.0002983,0.000152,0.0009401,0,0,0,0,0,0.0000107,0,0.0017393,0.0028955,0,0.0000145,0,0.0004017,0,0,0.0029923,0,0.0000033,0,0,0,0.0000393,0,0,0.0000465,0,0.0000184,0,0.0003856,0.0204,0.0001107,0,0.0000108,0.000008,0.0002258,0,0.0000693,0,0.0000055,0.0000367,0,0,0.0006016,0.0000823,0.0000852,0.011592,0,0.0001631,0,0.000018,0,0.0000449,0,0.0000085,0.0000459,0.0011931,0,0,0,0,0.0021758,0.0012364,0,0.0001673,0.0039698,0,0.0001732,0,0,0.0033065,0.0008932,0.0066056,0,0.0048629,0.000437,0.0007092,0.0016076,0,0.0023636,0.0001,0.0001536,0.0002098,0,0,0.0075956,0,0,0,0.0001719,0.0036093,0.0000504,0.0037362
